window_index,approx_time_sec,approx_frame,C10095_score,C10118_score,C10119_score,C10390_score,C10404_score,fusion_score,prediction,true_label
569,1138.0,68280,1.1850944,1.1772684,0.99712086,1.1409112,1.7069113,1.7069113,1,1
570,1140.0,68400,1.8173027,1.4250406,1.6276916,1.4555814,2.22269,2.22269,1,1
571,1142.0,68520,3.48719,2.2085187,2.6501358,2.9249737,4.389552,4.389552,1,1
572,1144.0,68640,2.512915,1.7618055,2.0870466,1.8663441,3.526263,3.526263,1,1
573,1146.0,68760,0.96898425,1.0655334,0.9894835,1.0040989,1.51197,1.51197,1,1
574,1148.0,68880,1.1494896,1.1186564,1.1913632,0.9080329,1.7362118,1.7362118,1,1
575,1150.0,69000,1.574831,1.0629033,1.3891147,1.1553602,1.7326881,1.7326881,1,1
576,1152.0,69120,1.1897135,0.80797964,1.0357265,0.68240666,1.3872142,1.3872142,1,1
577,1154.0,69240,0.9140712,0.63710487,0.5569395,0.8961934,0.8145819,0.9140712,0,1
578,1156.0,69360,0.7626258,0.5361483,0.3768551,1.2465177,0.63655853,1.2465177,1,1
579,1158.0,69480,0.8374954,0.8630619,0.58155257,1.0386993,0.9317925,1.0386993,1,1
580,1160.0,69600,1.1659347,0.87646616,0.5799114,0.90943074,0.83550566,1.1659347,1,1
581,1162.0,69720,0.28082278,0.31688538,0.2943903,0.37503603,0.43934414,0.43934414,0,0
582,1164.0,69840,0.13610886,0.17640758,0.17112732,0.18883753,0.15335037,0.18883753,0,0
583,1166.0,69960,0.25794438,0.360909,0.31967565,0.24241816,0.2176952,0.360909,0,0
584,1168.0,70080,0.19220874,0.254555,0.18384174,0.25575706,0.17267619,0.25575706,0,0
585,1170.0,70200,0.26985618,0.37476888,0.25260714,0.30499002,0.27393836,0.37476888,0,0
586,1172.0,70320,0.26471543,0.26393083,0.30396563,0.35929245,0.33223823,0.35929245,0,0
587,1174.0,70440,0.18705817,0.27718756,0.24235685,0.27951315,0.21161571,0.27951315,0,0
588,1176.0,70560,0.677193,0.51145416,0.67091537,0.6682682,0.80559057,0.80559057,0,1
589,1178.0,70680,1.1155366,0.7207956,0.91489077,1.129432,1.0383605,1.129432,1,1
590,1180.0,70800,2.0582302,1.5337292,2.286431,2.0481286,1.5441934,2.286431,1,1
591,1182.0,70920,1.5004749,0.9293518,1.7365252,2.221937,1.5901328,2.221937,1,1
592,1184.0,71040,0.22496626,0.28338948,0.29683092,0.2359756,0.38237873,0.38237873,0,0
593,1186.0,71160,0.18538214,0.239382,0.16506179,0.23450483,0.24523138,0.24523138,0,0
594,1188.0,71280,0.41897714,0.475769,0.36998907,0.60315657,0.61819434,0.61819434,0,1
595,1190.0,71400,0.23373026,0.2669449,0.20762579,0.25604182,0.2014803,0.2669449,0,0
596,1192.0,71520,0.2443118,0.28466502,0.25169608,0.23645853,0.28524083,0.28524083,0,0
597,1194.0,71640,0.29889083,0.36431113,0.3211877,0.5346783,0.5233942,0.5346783,0,0
598,1196.0,71760,0.19076703,0.14044344,0.269369,0.33152378,0.3075206,0.33152378,0,0
599,1198.0,71880,0.24155591,0.20536323,0.19520923,0.3120908,0.17069899,0.3120908,0,0
600,1200.0,72000,0.23563114,0.3048514,0.23363133,0.2801446,0.35248157,0.35248157,0,0
601,1202.0,72120,0.1898707,0.21609798,0.18295492,0.26685774,0.2864915,0.2864915,0,0
602,1204.0,72240,0.16310252,0.16994138,0.17047612,0.19056043,0.16550162,0.19056043,0,0
603,1206.0,72360,0.18091913,0.2884123,0.19451703,0.1659427,0.26954323,0.2884123,0,0
604,1208.0,72480,0.16184297,0.23991798,0.22712027,0.17350738,0.24762797,0.24762797,0,0
605,1210.0,72600,0.19630772,0.1917441,0.14198986,0.21617153,0.24949563,0.24949563,0,0
606,1212.0,72720,0.39008704,0.72731066,0.39644763,0.537465,0.83173096,0.83173096,0,0
607,1214.0,72840,0.20988852,0.2076178,0.16943853,0.35527736,0.24676903,0.35527736,0,0
608,1216.0,72960,0.1751588,0.1686614,0.1336493,0.26452523,0.18281211,0.26452523,0,0
609,1218.0,73080,0.18855602,0.23300311,0.15286434,0.31015235,0.14773962,0.31015235,0,0
610,1220.0,73200,0.14951983,0.16435087,0.27756238,0.22241558,0.19369762,0.27756238,0,0
611,1222.0,73320,0.16762047,0.18356508,0.18833236,0.255279,0.1841937,0.255279,0,0
612,1224.0,73440,0.2546552,0.21466503,0.16400263,0.19845459,0.2237648,0.2546552,0,0
613,1226.0,73560,0.15356053,0.21021165,0.23438896,0.27373746,0.20060636,0.27373746,0,0
614,1228.0,73680,0.22112066,0.2686922,0.21578872,0.24359998,0.18051901,0.2686922,0,0
615,1230.0,73800,0.29054865,0.20672043,0.32734954,0.283551,0.39010867,0.39010867,0,0
616,1232.0,73920,0.5630848,0.4547972,0.64870524,0.55048233,0.75869155,0.75869155,0,0
617,1234.0,74040,0.24063271,0.21694812,0.24285275,0.2478642,0.21259335,0.2478642,0,0
618,1236.0,74160,0.22093491,0.2171135,0.23823905,0.33372465,0.34277114,0.34277114,0,0
619,1238.0,74280,0.20947213,0.37806273,0.52747166,0.36442658,0.520343,0.52747166,0,0
620,1240.0,74400,0.15252905,0.19455312,0.26573426,0.2264591,0.23949403,0.26573426,0,0
621,1242.0,74520,0.15316547,0.22730581,0.15345114,0.15762387,0.23245424,0.23245424,0,0
622,1244.0,74640,0.13542546,0.19074006,0.10726654,0.14616711,0.16820113,0.19074006,0,0
623,1246.0,74760,0.13809003,0.3140465,0.139348,0.22056796,0.43277404,0.43277404,0,0
624,1248.0,74880,0.9949908,0.6964271,1.6087286,1.6337887,1.8475194,1.8475194,1,0
625,1250.0,75000,0.16028701,0.20452276,0.2055144,0.21675514,0.20839582,0.21675514,0,0
626,1252.0,75120,0.16176188,0.24064706,0.20347774,0.23201256,0.22179101,0.24064706,0,0
627,1254.0,75240,0.18417972,0.19332604,0.20179851,0.23113152,0.23242465,0.23242465,0,0
628,1256.0,75360,0.2108611,0.19461267,0.3036233,0.31737238,0.3271022,0.3271022,0,0
629,1258.0,75480,0.23134026,0.20354177,0.21916866,0.22974318,0.30795342,0.30795342,0,0
630,1260.0,75600,0.22399971,0.22485864,0.20355335,0.28439713,0.25161853,0.28439713,0,0
631,1262.0,75720,2.5587623,1.079747,1.5102841,1.7211143,2.1740153,2.5587623,1,0
632,1264.0,75840,0.33109254,0.26342872,0.49574006,0.34131706,0.2511973,0.49574006,0,0
633,1266.0,75960,0.24446453,0.24572262,0.22261304,0.35445824,0.28573787,0.35445824,0,0
634,1268.0,76080,0.13424799,0.12069185,0.16788158,0.1384013,0.19490069,0.19490069,0,0
635,1270.0,76200,0.10553425,0.20352949,0.1612186,0.1584937,0.16738783,0.20352949,0,0
636,1272.0,76320,0.09976744,0.15453492,0.1348753,0.15064488,0.12410654,0.15453492,0,0
637,1274.0,76440,0.19566467,0.27833554,0.16783254,0.27238065,0.2363805,0.27833554,0,0
638,1276.0,76560,0.3301084,0.29469296,0.27677503,0.3151793,0.5199616,0.5199616,0,0
639,1278.0,76680,0.24630424,0.24703893,0.15219627,0.28876847,0.3042566,0.3042566,0,0
640,1280.0,76800,0.24064575,0.289461,0.17747924,0.3385342,0.22549275,0.3385342,0,0
641,1282.0,76920,0.17949179,0.15527813,0.12104189,0.094489686,0.16972922,0.17949179,0,0
642,1284.0,77040,0.15016437,0.19753194,0.16132493,0.14486113,0.12940185,0.19753194,0,0
643,1286.0,77160,0.23172536,0.2881578,0.20699005,0.25269917,0.30328733,0.30328733,0,0
644,1288.0,77280,0.17955934,0.19692832,0.16789779,0.24300237,0.20432921,0.24300237,0,0
645,1290.0,77400,0.2666997,0.22086146,0.1453396,0.24640124,0.24463344,0.2666997,0,0
646,1292.0,77520,0.59371203,0.5432516,0.58645636,0.5883997,0.42377618,0.59371203,0,0
647,1294.0,77640,0.3527279,0.33339694,0.18753435,0.29683796,0.2102068,0.3527279,0,0
648,1296.0,77760,0.3784547,0.27062583,0.192499,0.32920673,0.30252638,0.3784547,0,0
649,1298.0,77880,1.217795,1.2128271,0.8993401,1.1581721,1.0661288,1.217795,1,0
650,1300.0,78000,0.28411782,0.41291186,0.22510429,0.23792884,0.22714421,0.41291186,0,0
651,1302.0,78120,1.3688272,2.6064765,1.9391856,1.4843471,3.1310062,3.1310062,1,0
652,1304.0,78240,0.17868184,0.3682037,0.27431467,0.34106836,0.21766233,0.3682037,0,0
653,1306.0,78360,0.12892367,0.18398239,0.1154657,0.11226085,0.11055478,0.18398239,0,0
654,1308.0,78480,3.289939,3.5580518,3.3226645,3.5661771,3.5479891,3.5661771,1,0
655,1310.0,78600,0.23792519,0.34125262,0.3267576,0.35683963,0.3013501,0.35683963,0,0
656,1312.0,78720,1.2566066,1.1668365,1.353358,1.7046903,1.6923817,1.7046903,1,0
657,1314.0,78840,0.221477,0.25711986,0.24060278,0.2925256,0.2343591,0.2925256,0,0
658,1316.0,78960,0.20002164,0.46654308,0.33736357,0.29579654,0.27962273,0.46654308,0,0
659,1318.0,79080,0.20494828,0.26088226,0.22942841,0.25345016,0.21731643,0.26088226,0,0
660,1320.0,79200,0.32127762,0.44459787,0.3876644,0.36624572,0.16248913,0.44459787,0,0
661,1322.0,79320,0.3157851,0.27414903,0.23776646,0.3111201,0.14467157,0.3157851,0,0
662,1324.0,79440,0.22364374,0.34905353,0.27890384,0.34187877,0.30733627,0.34905353,0,0
663,1326.0,79560,0.92846566,0.9439777,0.7072322,1.2061847,0.67467856,1.2061847,1,0
664,1328.0,79680,0.32811597,0.33242145,0.38941327,0.30992535,0.28146124,0.38941327,0,0
665,1330.0,79800,1.2849112,1.3935072,1.0213742,1.5960171,1.1700089,1.5960171,1,0
666,1332.0,79920,0.36476114,0.4449469,0.22951347,0.30613685,0.3140053,0.4449469,0,0
667,1334.0,80040,2.1071296,1.41305,1.2724912,1.7987816,1.9869483,2.1071296,1,1
668,1336.0,80160,2.2771404,1.4774019,1.798872,2.1536567,2.1477745,2.2771404,1,1
669,1338.0,80280,2.7272012,1.4132462,1.6092807,1.9310616,1.7245492,2.7272012,1,1
670,1340.0,80400,1.8879062,1.0442199,1.9895424,2.678959,1.7668538,2.678959,1,1
671,1342.0,80520,2.3064287,0.97372323,2.0790834,2.6627297,1.4929059,2.6627297,1,1
672,1344.0,80640,2.0507565,1.4530641,1.9087024,2.2165937,1.407665,2.2165937,1,1
673,1346.0,80760,2.161122,1.5599023,2.2532651,2.6907594,1.5163872,2.6907594,1,1
674,1348.0,80880,1.1309811,1.2353148,1.2291311,1.0404003,1.8977106,1.8977106,1,0
675,1350.0,81000,0.15452015,0.20634241,0.15149339,0.17723745,0.1928879,0.20634241,0,0
676,1352.0,81120,0.18695825,0.2120335,0.22721367,0.20774607,0.22927898,0.22927898,0,0
677,1354.0,81240,0.21327159,0.30026114,0.22636577,0.22175078,0.21468025,0.30026114,0,0
678,1356.0,81360,2.2391944,2.0986507,1.8762232,2.0114663,2.5899587,2.5899587,1,0
679,1358.0,81480,0.29539266,0.24007031,0.29382282,0.27587435,0.24640721,0.29539266,0,0
680,1360.0,81600,0.22552991,0.27777866,0.22224607,0.2363654,0.1916255,0.27777866,0,0
681,1362.0,81720,0.23980874,0.2102262,0.23346479,0.2257102,0.16052707,0.23980874,0,0
682,1364.0,81840,0.304968,0.3970454,0.31657273,0.34531865,0.36787558,0.3970454,0,0
683,1366.0,81960,0.37067166,0.2953641,0.32698336,0.29435667,0.19007853,0.37067166,0,0
684,1368.0,82080,0.21373774,0.2269955,0.27957135,0.205887,0.19608422,0.27957135,0,0
685,1370.0,82200,0.32013768,0.24660309,0.3447593,0.2870748,0.25621143,0.3447593,0,0
686,1372.0,82320,0.31038657,0.33100343,0.23854777,0.30633333,0.246893,0.33100343,0,0
687,1374.0,82440,0.29100916,0.40303355,0.24421056,0.4576461,0.19746605,0.4576461,0,0
688,1376.0,82560,0.62844443,1.0610613,0.501874,0.42300177,0.5117488,1.0610613,1,0
689,1378.0,82680,0.19672494,0.23449495,0.21321204,0.22329162,0.22742449,0.23449495,0,0
690,1380.0,82800,0.2574629,0.15998276,0.15964529,0.13724273,0.14074938,0.2574629,0,0
691,1382.0,82920,0.19419138,0.2787142,0.21370915,0.2913789,0.18309492,0.2913789,0,0
692,1384.0,83040,0.18567702,0.23162611,0.13827504,0.22320804,0.11714544,0.23162611,0,0
693,1386.0,83160,0.13316624,0.15658326,0.10685282,0.18566568,0.14930665,0.18566568,0,0
694,1388.0,83280,0.20612065,0.508609,0.19605023,0.31875145,0.22255664,0.508609,0,0
695,1390.0,83400,0.18698718,0.27586305,0.19815874,0.26016137,0.19503464,0.27586305,0,0
696,1392.0,83520,0.18933065,0.26937768,0.21520063,0.19123408,0.16659869,0.26937768,0,0
697,1394.0,83640,0.21255289,0.25774765,0.19969629,0.28468058,0.17417194,0.28468058,0,0
698,1396.0,83760,0.18643427,0.28702703,0.28628117,0.23386925,0.23317948,0.28702703,0,0
699,1398.0,83880,0.25894347,0.3017214,0.28395957,0.34351227,0.1966771,0.34351227,0,0
700,1400.0,84000,0.1906158,0.3519979,0.30661783,0.1917997,0.17127207,0.3519979,0,0
701,1402.0,84120,1.2155672,1.7640908,1.7966346,2.3552477,1.6442434,2.3552477,1,1
702,1404.0,84240,1.8330704,1.8145363,1.6795713,1.8407352,2.2516432,2.2516432,1,1
703,1406.0,84360,1.0088011,0.9427275,0.9359923,1.612905,2.710375,2.710375,1,1
704,1408.0,84480,0.26208338,0.25873268,0.20592652,0.31027266,0.2986011,0.31027266,0,0
705,1410.0,84600,0.24743246,0.34581307,0.4178474,0.44952184,0.18588711,0.44952184,0,0
706,1412.0,84720,0.75617236,0.81129,0.78830296,0.5981943,0.9768427,0.9768427,0,0
707,1414.0,84840,0.2724102,0.29429647,0.2840005,0.4161867,0.3129139,0.4161867,0,0
708,1416.0,84960,0.22137299,0.25563845,0.22813812,0.3576113,0.19820544,0.3576113,0,0
709,1418.0,85080,0.11937952,0.21978477,0.18924098,0.34642756,0.20789398,0.34642756,0,0
710,1420.0,85200,0.2772655,0.30089086,0.2738883,0.331861,0.27300888,0.331861,0,0
711,1422.0,85320,0.7464595,0.8876158,0.58869076,0.78487957,0.7873393,0.8876158,0,1
712,1424.0,85440,0.15171781,0.197803,0.15235242,0.25391972,0.18401481,0.25391972,0,0
713,1426.0,85560,1.4131178,1.277218,2.1292157,2.1989472,1.4073601,2.1989472,1,0
714,1428.0,85680,0.20344967,0.43986323,0.19899216,0.32794502,0.22957951,0.43986323,0,0
715,1430.0,85800,0.92429703,0.6830441,1.0890764,0.76445997,0.9611068,1.0890764,1,0
716,1432.0,85920,0.2646663,0.23818515,0.2224161,0.39219335,0.24527197,0.39219335,0,0
717,1434.0,86040,0.27413434,0.2576712,0.2979397,0.27692157,0.2109652,0.2979397,0,0
718,1436.0,86160,0.22452497,0.21951522,0.21360421,0.19907275,0.18818855,0.22452497,0,0
719,1438.0,86280,0.2861888,0.28713575,0.21788986,0.36486143,0.29502875,0.36486143,0,0
720,1440.0,86400,0.3186465,0.3858628,0.30800432,0.41175678,0.3409122,0.41175678,0,0
721,1442.0,86520,0.5239006,0.5335043,0.58275384,0.6811983,0.61659676,0.6811983,0,0
722,1444.0,86640,0.119731955,0.22475745,0.19304039,0.2966076,0.1721066,0.2966076,0,0
723,1446.0,86760,0.57333857,0.82383406,0.7513279,1.004781,0.64689714,1.004781,1,0
724,1448.0,86880,0.2830181,0.29091486,0.16051236,0.2251159,0.2625659,0.29091486,0,0
725,1450.0,87000,0.21852712,0.20853423,0.19587524,0.2158,0.19643371,0.21852712,0,0
726,1452.0,87120,0.3038019,0.27255586,0.2216303,0.358117,0.35588875,0.358117,0,0
727,1454.0,87240,0.22214353,0.2861939,0.26346698,0.3649055,0.25119692,0.3649055,0,0
728,1456.0,87360,1.2897446,0.91196257,1.2216368,1.5007288,1.2733198,1.5007288,1,0
729,1458.0,87480,1.8563163,1.2453139,1.7843949,1.5631062,1.7422668,1.8563163,1,1
730,1460.0,87600,1.9920329,1.2617925,1.2832365,1.3060988,1.5930082,1.9920329,1,1
731,1462.0,87720,2.1786845,1.0416827,1.5958763,1.3120662,1.2694454,2.1786845,1,1
732,1464.0,87840,1.7130915,1.406677,1.4012696,1.6962152,1.6259131,1.7130915,1,1
733,1466.0,87960,1.699186,1.2637348,1.281003,1.6111112,1.6135355,1.699186,1,1
734,1468.0,88080,1.6926446,1.6535312,1.166255,1.3092042,1.6979383,1.6979383,1,1
735,1470.0,88200,0.2240548,0.3667863,0.18837805,0.22417486,0.15127636,0.3667863,0,0
736,1472.0,88320,0.22175233,0.41897503,0.25956166,0.2937169,0.27621257,0.41897503,0,0
737,1474.0,88440,0.29891872,0.6139088,0.42789808,0.45113575,0.34536067,0.6139088,0,0
738,1476.0,88560,0.17042683,0.20558767,0.22277416,0.21495092,0.16766886,0.22277416,0,0
739,1478.0,88680,0.26629096,0.3558655,0.2592043,0.29899058,0.3194979,0.3558655,0,0
740,1480.0,88800,0.38352734,0.31691226,0.3185481,0.25543863,0.32636663,0.38352734,0,0
741,1482.0,88920,0.6225341,0.5057148,0.48080072,0.53557783,0.68200827,0.68200827,0,0
742,1484.0,89040,0.6946517,0.54045784,0.47731245,0.55070513,0.6754922,0.6946517,0,0
743,1486.0,89160,0.85623085,0.5171441,0.4389155,0.6158618,0.659392,0.85623085,0,0
744,1488.0,89280,0.56868744,0.45007518,0.3857319,0.53961945,0.67950565,0.67950565,0,0
745,1490.0,89400,0.3038602,0.25968912,0.26883253,0.37436423,0.26105982,0.37436423,0,0
746,1492.0,89520,0.2339569,0.23440355,0.15600245,0.2258201,0.20519248,0.23440355,0,0
747,1494.0,89640,0.20838256,0.22441664,0.26048616,0.27019027,0.23323171,0.27019027,0,0
748,1496.0,89760,0.23442824,0.2983937,0.26877925,0.24816929,0.32792887,0.32792887,0,0
749,1498.0,89880,0.21708764,0.32621208,0.1922824,0.3169715,0.3017277,0.32621208,0,0
750,1500.0,90000,0.17346257,0.49199948,0.20394236,0.2931994,0.21717925,0.49199948,0,0
751,1502.0,90120,0.2861673,0.26433542,0.313948,0.28898674,0.2744694,0.313948,0,0
752,1504.0,90240,0.23451003,0.3043376,0.36792567,0.25156716,0.26432577,0.36792567,0,0
753,1506.0,90360,0.40242705,0.30585963,0.30955878,0.36689794,0.3522694,0.40242705,0,0
754,1508.0,90480,0.8554015,0.48363486,0.72881615,0.8166186,0.84211004,0.8554015,0,0
755,1510.0,90600,0.25651684,0.23749092,0.31074113,0.33468312,0.18375799,0.33468312,0,0
756,1512.0,90720,0.34163702,0.3114187,0.25780597,0.5150512,0.4907142,0.5150512,0,0
757,1514.0,90840,0.32263651,0.21541402,0.2265528,0.30208847,0.36252454,0.36252454,0,0
758,1516.0,90960,0.18366492,0.15222104,0.2254734,0.16607383,0.12099849,0.2254734,0,0
759,1518.0,91080,0.27638453,0.40002787,0.28250208,0.28881913,0.2754953,0.40002787,0,0
760,1520.0,91200,0.3001286,0.17421468,0.22861694,0.28152853,0.17632495,0.3001286,0,0
761,1522.0,91320,0.17945065,0.22820708,0.21252482,0.2393387,0.26446608,0.26446608,0,0
762,1524.0,91440,0.292071,0.29261082,0.2976185,0.3387626,0.34894058,0.34894058,0,0
763,1526.0,91560,0.3173662,0.22458102,0.20772238,0.27355725,0.27035666,0.3173662,0,0
764,1528.0,91680,0.5509932,0.38127497,0.43916222,0.5661934,0.5852264,0.5852264,0,0
765,1530.0,91800,1.1720327,1.1113554,0.8884438,1.0603359,0.96580917,1.1720327,1,0
766,1532.0,91920,1.4734682,1.5080845,1.0456387,1.3709981,1.1121396,1.5080845,1,0
767,1534.0,92040,0.3278133,0.37438825,0.26368472,0.39087263,0.2878884,0.39087263,0,0
768,1536.0,92160,0.22465238,0.29498255,0.19768511,0.27187973,0.16227107,0.29498255,0,0
769,1538.0,92280,1.180803,0.86069703,0.7156038,0.782519,1.4427745,1.4427745,1,0
770,1540.0,92400,1.3058219,0.9944398,0.77316314,0.8893471,1.2713381,1.3058219,1,0
771,1542.0,92520,0.15365359,0.19464535,0.17514934,0.19183005,0.13274385,0.19464535,0,0
772,1544.0,92640,0.23293748,0.16140883,0.12528397,0.14337914,0.13565019,0.23293748,0,0
773,1546.0,92760,0.1990703,0.20670034,0.16922422,0.15026535,0.15596347,0.20670034,0,0
774,1548.0,92880,0.44571775,0.6213054,0.3173317,0.5057234,1.1413584,1.1413584,1,0
775,1550.0,93000,0.20123976,0.314104,0.23465833,0.25714886,0.20809183,0.314104,0,0
776,1552.0,93120,0.6198049,0.54964566,0.48644316,0.4184743,0.59611154,0.6198049,0,0
777,1554.0,93240,0.2047756,0.23095974,0.17850311,0.23787458,0.2306252,0.23787458,0,0
778,1556.0,93360,0.19038342,0.23605803,0.2112434,0.20606649,0.20988643,0.23605803,0,0
779,1558.0,93480,0.79517454,0.9901785,0.44021893,0.84825826,0.5290325,0.9901785,0,0
780,1560.0,93600,0.5717204,0.60077333,0.6143028,0.63069606,0.59885514,0.63069606,0,0
781,1562.0,93720,1.6408446,1.3584231,1.4108366,1.5583185,1.3004378,1.6408446,1,1
782,1564.0,93840,2.1132987,1.3004633,1.2292744,1.3729266,1.5104612,2.1132987,1,1
783,1566.0,93960,1.3160169,1.2821288,1.4885732,1.4992677,1.9990995,1.9990995,1,1
784,1568.0,94080,1.3167818,0.98327917,1.0490097,1.4547683,1.2618977,1.4547683,1,1
785,1570.0,94200,0.98153275,0.8473316,0.7806379,0.9546735,1.1721581,1.1721581,1,1
786,1572.0,94320,1.6539117,1.0359188,1.3347799,1.6102521,1.4281054,1.6539117,1,1
787,1574.0,94440,1.043181,0.72454417,1.2360773,1.4041374,1.1092577,1.4041374,1,1
788,1576.0,94560,1.0425681,0.8491724,0.99855363,1.6194422,0.9883774,1.6194422,1,1
789,1578.0,94680,1.1426961,0.743053,0.98819315,1.7534807,1.4375888,1.7534807,1,1
790,1580.0,94800,1.0860739,0.77729285,1.2732401,1.5481602,1.3113315,1.5481602,1,0
791,1582.0,94920,0.20494092,0.29397044,0.3485458,0.13803555,0.33623794,0.3485458,0,0
792,1584.0,95040,0.2178949,0.32339185,0.256946,0.13556887,0.29312617,0.32339185,0,0
793,1586.0,95160,0.18705949,0.2690368,0.25549516,0.26463982,0.28790712,0.28790712,0,0
794,1588.0,95280,0.49010047,0.47466317,0.5779941,0.67691743,0.4534349,0.67691743,0,0
795,1590.0,95400,0.18892731,0.2708227,0.21446748,0.21860799,0.24750389,0.2708227,0,0
796,1592.0,95520,0.1912165,0.26296845,0.20976762,0.22764826,0.21431853,0.26296845,0,0
797,1594.0,95640,1.3504812,1.0160948,1.2303376,0.835336,1.4065635,1.4065635,1,1
798,1596.0,95760,1.7764412,1.1054602,1.4549837,0.9682729,1.7429593,1.7764412,1,1
799,1598.0,95880,2.0425951,1.5575117,1.8145001,1.7127278,2.2089276,2.2089276,1,1
800,1600.0,96000,1.6756328,1.2717139,1.6020708,1.3775996,2.1667132,2.1667132,1,1
801,1602.0,96120,1.2635005,0.9258772,1.3167785,1.1504245,2.535607,2.535607,1,1
802,1604.0,96240,1.1800917,1.0250773,0.9649708,0.96985155,1.9617021,1.9617021,1,1
803,1606.0,96360,1.3269211,0.8676641,0.8736548,1.529073,2.0599332,2.0599332,1,1
804,1608.0,96480,1.5247878,0.73524904,0.97901505,1.2199278,2.5178933,2.5178933,1,1
805,1610.0,96600,1.1837969,0.85294515,0.7652194,0.7203775,0.9616951,1.1837969,1,1
806,1612.0,96720,0.8562545,0.8349641,1.3928125,1.1800444,2.1383605,2.1383605,1,1
807,1614.0,96840,0.962866,0.8767972,1.337843,1.0523267,2.2982774,2.2982774,1,1
808,1616.0,96960,0.97507316,0.8553885,1.176711,1.1632285,2.2194476,2.2194476,1,1
809,1618.0,97080,1.1736165,1.1473818,1.5270236,1.2819878,2.8683846,2.8683846,1,1
810,1620.0,97200,0.89713246,0.9410973,0.9542787,0.80951095,1.6900055,1.6900055,1,1
811,1622.0,97320,1.0645607,0.9217437,1.127333,1.211812,2.1616232,2.1616232,1,1
812,1624.0,97440,1.1761007,1.0563494,1.2735796,1.7788657,2.3408582,2.3408582,1,1
813,1626.0,97560,1.1649516,0.9322987,1.2237158,1.1446835,1.6577462,1.6577462,1,1
814,1628.0,97680,1.0073055,1.1105113,1.1415552,1.5062951,1.4773858,1.5062951,1,1
815,1630.0,97800,0.6845355,0.6457672,1.0967195,0.8302067,0.93946475,1.0967195,1,1
816,1632.0,97920,0.23669195,0.41975856,0.2523654,0.37580967,0.21742181,0.41975856,0,0
817,1634.0,98040,0.22755125,0.35655412,0.33408248,0.35550845,0.22719346,0.35655412,0,0
818,1636.0,98160,0.30404687,0.31720105,0.35683626,0.3293547,0.40011734,0.40011734,0,0
819,1638.0,98280,0.6870103,0.7990243,0.8499108,0.7110495,1.0000002,1.0000002,1,0
820,1640.0,98400,0.4905473,0.49637377,0.55717444,0.3939569,0.17702745,0.55717444,0,0
821,1642.0,98520,0.3463457,0.37723014,0.372116,0.3780444,0.23121282,0.3780444,0,0
822,1644.0,98640,1.3310316,0.73868144,1.1503528,1.0512218,1.9833329,1.9833329,1,0
823,1646.0,98760,0.2846979,0.36317956,0.3819924,0.3785622,0.2458582,0.3819924,0,0
824,1648.0,98880,0.3651152,0.23592654,0.3986038,0.33615297,0.33333787,0.3986038,0,0
825,1650.0,99000,0.56732625,0.3588156,0.48453966,0.331637,0.8406972,0.8406972,0,0
826,1652.0,99120,0.35260257,0.2831883,0.410838,0.37243697,0.40534475,0.410838,0,0
827,1654.0,99240,0.19178669,0.2729342,0.30430922,0.19298762,0.29526627,0.30430922,0,0
828,1656.0,99360,0.18820064,0.18477973,0.15862055,0.17103678,0.21813978,0.21813978,0,0
829,1658.0,99480,0.18850717,0.24404651,0.18241385,0.21260482,0.23252223,0.24404651,0,0
830,1660.0,99600,0.17393951,0.22517991,0.24426873,0.26862392,0.21066384,0.26862392,0,0
831,1662.0,99720,0.20447545,0.19226433,0.27951112,0.25890607,0.2686774,0.27951112,0,0
832,1664.0,99840,0.23117736,0.25586358,0.25750056,0.28858775,0.26041752,0.28858775,0,0
833,1666.0,99960,0.20034169,0.38155675,0.33912885,0.32432434,0.2839387,0.38155675,0,0
834,1668.0,100080,0.83464867,1.0460982,0.91862833,0.7247644,1.9347465,1.9347465,1,0
835,1670.0,100200,0.63835835,0.7568945,0.95073014,0.57863265,1.4392252,1.4392252,1,0
836,1672.0,100320,0.25429463,0.21402459,0.21038969,0.24271077,0.28129533,0.28129533,0,0
837,1674.0,100440,0.3257428,0.32557967,0.29327008,0.33172104,0.6709203,0.6709203,0,0
838,1676.0,100560,0.21983546,0.20688005,0.2089743,0.23952253,0.3190309,0.3190309,0,0
